molecule_chembl_id,canonical_smiles,bioactivity_class,MolWt,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL445871,CN(C)CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)N5CCN(c6ccccc6)C5=O)cc4F)c3s2)c1,active,585.665,6.1269,1,8,7.468521083
CHEMBL503524,O=C(Nc1ccc(Oc2ccnc3cc(-c4cn(CCN5CCCC5)cn4)sc23)c(F)c1)N1CCN(c2ccccc2)C1=O,active,611.703,6.6611,1,8,7.455931956
CHEMBL510676,Cn1ccnc1-c1cc2nccc(Oc3ccc(NC(=O)N4CCN(c5ccccc5)C4=O)cc3F)c2s1,active,528.569,6.1023,1,7,7.585026652
CHEMBL455655,CCn1ccnc1-c1cc2nccc(Oc3ccc(NC(=O)N4CCN(c5ccccc5)C4=O)cc3F)c2s1,active,542.596,6.5852,1,7,7.619788758
CHEMBL448276,O=C(Nc1ccc(Oc2ccnc3cc(-c4ccc(CN5CCNCC5)cc4)sc23)c(F)c1)N1CCN(c2ccccc2)C1=O,active,622.726,6.774,2,7,7.657577319
CHEMBL447616,CN1CCN(Cc2ccc(-c3cc4nccc(Oc5ccc(NC(=O)N6CCN(c7ccccc7)C6=O)cc5F)c4s3)cc2)CC1,active,636.753,7.1162,1,7,7.537602002
CHEMBL503016,CNC(=O)N1CCN(Cc2ccc(-c3cc4nccc(Oc5ccc(NC(=O)N6CCN(c7ccccc7)C6=O)cc5F)c4s3)cc2)CC1,active,679.778,6.8258,2,7,7.795880017
CHEMBL508395,CN1CCN(CCN(C)Cc2ccc(-c3cc4nccc(Oc5ccc(NC(=O)N6CCN(c7ccccc7)C6=O)cc5F)c4s3)cc2)CC1,active,693.849,7.048,1,8,7.552841969
CHEMBL448993,CC(=O)c1cccc(-c2cc3nccc(Oc4ccc(NC(=O)N5CCN(c6ccccc6)C5=O)cc4F)c3s2)c1,active,566.614,7.5714,1,6,6.698970004
CHEMBL502621,CN(C)[C@H]1CCN(C(=O)c2cc3nccc(Oc4ccc(NC(=O)N5CCN(c6ccccc6)C5=O)cc4F)c3s2)C1,active,588.665,5.4779,1,7,7.37675071
CHEMBL508776,CN1CC=C(c2cc3nccc(Oc4ccc(NC(=O)N5CCN(c6ccccc6)C5=O)cc4F)c3s2)CC1,active,543.624,6.4207,1,6,7.48148606
CHEMBL464211,CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)N5CCN(c6ccc(F)cc6)C5=O)cc4F)c3s2)c1,active,560.586,6.7243,1,7,7.568636236
CHEMBL517469,CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)N5CCN(c6ccccc6F)C5=O)cc4F)c3s2)c1,active,560.586,6.7243,1,7,7.677780705
CHEMBL462835,CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)N5CCN(c6ccccc6OC)C5=O)cc4F)c3s2)c1,active,572.622,6.5938,1,8,7.585026652
CHEMBL518676,Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=S)N5CCN(c6ccccc6)C5=O)cc4F)c3s2)c1,active,544.637,6.2672,1,7,7.619788758
CHEMBL449757,O=C(Nc1ccc(Oc2ccnc3cc(-c4cn(CCCN5CCCC5)cn4)sc23)c(F)c1)N1CCN(c2ccccc2)C1=O,active,625.73,7.0512,1,8,6.522878745
CHEMBL489326,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c2cc1OC,active,519.504,5.6799,2,6,7.677780705
CHEMBL521639,N#Cc1ccc2[nH]c(-c3ccncc3)c(-c3ccc(F)c(Cl)c3)c2n1,active,348.768,4.95608,1,3,6.744727495
CHEMBL522155,N#Cc1ccc2[nH]c(-c3ccnc(N)c3)c(-c3ccc(F)c(Cl)c3)c2n1,active,363.783,4.53828,2,4,6.886056648
CHEMBL493519,N#Cc1ccc2[nH]c(-c3ccncc3)c(-c3cccc(Cl)c3)c2n1,active,330.778,4.81698,1,3,7.397940009
CHEMBL493313,N#Cc1ccc2[nH]c(-c3cncnc3)c(-c3ccc(F)cc3)c2n1,active,315.311,3.69768,1,4,6.48148606
CHEMBL493511,N#Cc1ccc2[nH]c(-c3ccncc3)c(-c3cc(F)cc(Cl)c3)c2n1,active,348.768,4.95608,1,3,6.468521083
CHEMBL492912,N#Cc1ccc2[nH]c(-c3ccncc3)c(-c3ccc(Cl)cc3)c2n1,inactive,330.778,4.81698,1,3,5
CHEMBL523853,N#Cc1ccc2[nH]c(-c3ccncc3)c(-c3ccc(Cl)c(Cl)c3)c2n1,inactive,365.223,5.47038,1,3,5
CHEMBL506851,N#Cc1ccc2[nH]c(-c3ccncc3)c(-c3ccc(F)cc3F)c2n1,inactive,332.313,4.44178,1,3,5
CHEMBL521645,N#Cc1ccc2[nH]c(-c3ccnc(Cl)c3)c(-c3ccc(F)cc3)c2n1,inactive,348.768,4.95608,1,3,5
CHEMBL493510,N#Cc1ccc2[nH]c(-c3cccnc3)c(-c3ccc(F)cc3)c2n1,inactive,314.323,4.30268,1,3,5
CHEMBL493314,N#Cc1ccc2[nH]c(-c3cncnc3)c(-c3ccc(F)c(Cl)c3)c2n1,inactive,349.756,4.35108,1,4,5
CHEMBL492706,N#Cc1ccc2[nH]c(-c3cnc(N)nc3)c(-c3ccc(F)c(Cl)c3)c2n1,inactive,364.771,3.93328,2,5,5
CHEMBL493321,N#Cc1ccc2[nH]c(-c3ccc(N)nc3)c(-c3ccc(F)c(Cl)c3)c2n1,inactive,363.783,4.53828,2,4,5
CHEMBL522009,N#Cc1ccc2[nH]c(-c3cnc4[nH]ccc4c3)c(-c3ccc(F)c(Cl)c3)c2n1,inactive,387.805,5.43738,2,3,5
CHEMBL523341,N#Cc1ccc2[nH]c(-c3ccncc3)c(-c3ccc(Br)cc3)c2n1,inactive,375.229,4.92608,1,3,5
CHEMBL524021,N#Cc1ccc(-c2c(-c3ccncc3)[nH]c3ccc(C#N)nc23)cc1,inactive,321.343,4.03526,1,4,5
CHEMBL526929,NCC#Cc1c(Oc2ccc(NC(=O)NC(=O)Cc3ccc(F)cc3)cc2F)ccnc1N,active,451.433,2.9353,4,6,8.301029996
CHEMBL502531,C#Cc1c(Oc2ccc(NC(=O)NC(=O)Cc3ccc(F)cc3)cc2F)ccnc1N,active,422.391,3.6064,3,5,8.698970004
CHEMBL500422,Nc1nccc(Oc2ccc(NC(=O)NC(=O)Cc3ccc(F)cc3)cc2F)c1C#Cc1ccccn1,active,499.477,4.4199,3,6,8.301029996
CHEMBL525049,CN(C)CC#Cc1c(Oc2ccc(NC(=O)NC(=O)Cc3ccc(F)cc3)cc2F)ccnc1N,active,479.487,3.5382,3,6,8.397940009
CHEMBL500157,Nc1nccc(Oc2ccc(NC(=O)NC(=O)Cc3ccc(F)cc3)cc2F)c1C#CCO,active,452.417,2.9689,4,6,8.522878745
CHEMBL525260,O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ccnc3[nH]c(-c4cccnc4)cc23)c(F)c1,active,499.477,5.5862,3,5,8.698970004
CHEMBL524364,O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ccnc3[nH]cc(-c4cccnc4)c23)c(F)c1,active,499.477,5.5862,3,5,8.698970004
CHEMBL502283,Nc1nc(-c2c[nH]c3nccc(Oc4ccc(NC(=O)NC(=O)Cc5ccc(F)cc5)cc4F)c23)cs1,active,520.521,5.2299,4,7,8.15490196
CHEMBL499886,O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ccnc3[nH]cc(CO)c23)c(F)c1,active,452.417,4.0165,4,5,8.397940009
CHEMBL499885,COC(=O)c1c[nH]c2nccc(Oc3ccc(NC(=O)NC(=O)Cc4ccc(F)cc4)cc3F)c12,active,480.427,4.3108,3,6,8.301029996
CHEMBL502232,O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ccnc3[nH]cc(C(=O)NCc4cccnc4)c23)c(F)c1,active,556.529,4.8492,4,6,7.958607315
CHEMBL508142,CN1CCN(CC(=O)c2c[nH]c3nccc(Oc4ccc(NC(=O)NC(=O)Cc5ccc(F)cc5)cc4F)c23)CC1,active,562.577,3.9543,3,7,7.958607315
CHEMBL502544,O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ccnc3[nH]cc(C(=O)CN4CCC(O)C4)c23)c(F)c1,active,549.534,3.7735,4,7,7.721246399
CHEMBL499878,CN(C)CC(=O)c1c[nH]c2nccc(Oc3ccc(NC(=O)NC(=O)Cc4ccc(F)cc4)cc3F)c12,active,507.497,4.2685,3,6,7.356547324
CHEMBL527066,Nc1cc(Oc2ccc(NC(=O)NC(=O)Cc3ccc(F)cc3)cc2F)ccn1,active,398.369,3.6251,3,5,7.455931956
CHEMBL499618,Nc1cc(Oc2ccc(NC(=O)CC(=O)Nc3ccc(F)cc3)cc2F)ccn1,active,398.369,3.7016,3,5,7
CHEMBL503090,O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,active,422.391,4.5242,3,4,6.958607315
CHEMBL500921,O=C(CC(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)Nc1ccc(F)cc1,active,422.391,4.6007,3,4,7.193820026
CHEMBL496102,COc1ccc2c(OCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1,active,383.411,3.9271,0,7,8.045757491
CHEMBL497119,Oc1ccc(Cc2nnc3ccc(-c4ccco4)nn23)cc1,active,292.298,2.6807,1,6,7.537602002
CHEMBL523413,Cc1cc(-c2ccc3nnc(Cc4ccc(O)cc4)n3n2)sn1,active,323.381,2.85262,1,7,8.522878745
CHEMBL497118,Cc1csc(-c2ccc3nnc(Cc4ccc(O)cc4)n3n2)c1,active,322.393,3.45762,1,6,9
CHEMBL497117,Oc1ccc(Cc2nnc3ccc(-c4ccsc4)nn23)cc1,active,308.366,3.1492,1,6,8.397940009
CHEMBL523386,Oc1ccc(Cc2nnc3ccc(-c4cccs4)nn23)cc1,active,308.366,3.1492,1,6,8.698970004
CHEMBL494985,CNC(=O)c1ccc(-c2ccc3nnc(Cc4ccc(O)cc4)n3n2)cc1Cl,active,393.834,3.1007,2,6,9
CHEMBL494984,CNC(=O)c1ccc(-c2ccc3nnc(Cc4ccc(O)cc4)n3n2)cc1F,active,377.379,2.5864,2,6,8.522878745
CHEMBL494983,CNC(=O)c1ccc(-c2ccc3nnc(Cc4ccc(O)cc4)n3n2)cc1,active,359.389,2.4473,2,6,8.22184875
CHEMBL494979,COc1ccc2c(OCc3nnc4ccc(-c5cc(F)c(F)c(F)c5)nn34)ccnc2c1,active,437.381,4.3444,0,7,8.397940009
CHEMBL494630,COc1ccc2c(OCc3nnc4ccc(-c5cc(F)cc(F)c5)nn34)ccnc2c1,active,419.391,4.2053,0,7,8.15490196
CHEMBL522196,COc1ccc2c(OCc3nnc4ccc(-c5ccc(F)c(F)c5)nn34)ccnc2c1,active,419.391,4.2053,0,7,8.045757491
CHEMBL494794,COc1ccc2c(OCc3nnc4ccc(-c5ccccc5F)nn34)ccnc2c1,active,401.401,4.0662,0,7,7.173925197
CHEMBL494793,COc1ccc2c(OCc3nnc4ccc(-c5cccc(F)c5)nn34)ccnc2c1,active,401.401,4.0662,0,7,8.15490196
CHEMBL497968,COc1ccc2c(OCc3nnc4ccc(-c5ccc(F)cc5)nn34)ccnc2c1,active,401.401,4.0662,0,7,7.920818754
CHEMBL495898,Oc1ccc(Cc2nnc3ccc(-c4ccccc4)nn23)cc1,active,302.337,3.0877,1,5,6.920818754
CHEMBL495899,Oc1ccc(Cc2nnc3ncc(-c4ccccc4)cn23)cc1,active,302.337,3.0877,1,5,6.214670165
CHEMBL505896,COc1cc2c(Oc3ccc(-c4cnc(Cc5ccccc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,active,610.686,5.6274,0,9,8
CHEMBL498769,Oc1ccc(Cc2nnc3ncc(-c4ccccc4)nn23)cc1,active,303.325,2.4827,1,6,8.22184875
CHEMBL473332,O=c1cc2oc3cc(O)c(O)cc3c(-c3cccc(Cl)c3Cl)c-2cc1O,active,389.19,4.9884,3,5,6.170696227
CHEMBL473533,CC1=C(C#N)C(=O)N(Cc2ccccc2)C(=O)/C1=C\Nc1cc(Cl)ccc1O,inactive,393.83,3.75048,2,5,4.366531544
CHEMBL514624,CC1=C(C(=O)Nc2ccc(Cl)cc2)C(c2cccc(C(F)(F)F)c2)N(C)C(=S)N1C,inactive,453.917,5.4747,1,2,4.522878745
CHEMBL516790,Nc1cc(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2F)ccn1,active,434.402,4.1375,2,6,8.346787486
CHEMBL515858,CN1CCN(Cc2c(Oc3ccc(NC(=O)c4cccn(-c5ccc(F)cc5)c4=O)cc3F)ccnc2N)CC1,active,546.578,3.8849,2,8,8.229147988
CHEMBL460502,NCC#Cc1c(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2F)ccnc1N,active,487.466,3.4477,3,7,8.420216403
CHEMBL518656,Nc1nccc(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2F)c1C#CCO,active,488.45,3.4813,3,7,8.568636236
CHEMBL517293,Nc1nccc(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2F)c1CO,active,464.428,3.6298,3,7,8.468521083
CHEMBL462622,C#Cc1c(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2F)ccnc1N,active,458.424,4.1188,2,6,9
CHEMBL462623,CC(C)c1c(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2F)ccnc1N,active,476.483,5.2609,2,6,8.468521083
CHEMBL462624,Nc1nccc(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2F)c1Cl,active,468.847,4.7909,2,6,9
CHEMBL460702,CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1,active,512.9,5.1896,2,7,8.408935393
CHEMBL461582,CC(C)Oc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1,active,526.927,5.5781,2,7,8.494850022
CHEMBL461583,Nc1nccc(Oc2ccc(NC(=O)c3c(OCCO)ccn(-c4ccc(F)cc4)c3=O)cc2F)c1Cl,active,528.899,4.162,3,8,8.585026652
CHEMBL460465,COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(C)n(-c5ccccc5)c4=O)cc3F)ccnc2c1,active,498.514,5.22492,1,7,7.431798276
CHEMBL445799,COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)cc3F)ccnc2c1,active,556.594,5.45882,2,8,7.301029996
CHEMBL461293,COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)=O)n(-c5ccccc5)c4=O)cc3F)ccnc2c1,active,540.551,5.27692,1,8,7.318758763
CHEMBL460468,COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(C[C@H](C)O)n(-c5ccccc5)c4=O)cc3F)ccnc2c1,active,542.567,5.06872,2,8,7.638272164
CHEMBL518174,COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(C[C@@H](C)O)n(-c5ccccc5)c4=O)cc3F)ccnc2c1,active,542.567,5.06872,2,8,7.619788758
CHEMBL459647,COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)C)n(-c5ccccc5)c4=O)cc3F)ccnc2c1,active,540.595,6.34392,1,7,6.690369833
CHEMBL460466,CCCn1c(C)c(C(=O)Nc2ccc(Oc3ccnc4cc(OC)ccc34)c(F)c2)c(=O)n1-c1ccccc1,active,526.568,6.09792,1,7,7.30980392
CHEMBL460472,COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)nc3)ccnc2c1,active,539.592,4.71472,2,9,7.22184875
CHEMBL519982,Cc1cc(O)cc2oc(=O)c3c(O)cc(O)cc3c12,active,258.229,2.37142,3,5,8.26760624
CHEMBL521470,O=C1C[C@H](O)[C@@H]2c3c(ccc(O)c31)-c1ccc(O)c3c1[C@@]2(O)CCC3=O,active,352.342,1.9734,4,6,8.15490196
CHEMBL519395,COc1cc(O)c(C(=O)O)c(C2=C(C)C[C@@H](O)C2=O)c1,active,278.26,1.2062,3,5,8.026872146
CHEMBL408995,COc1cc(O)c2c(c1)C1(OC2=O)C(C)=CC(=O)C1O,active,276.244,0.6564,2,6,8
CHEMBL507058,COc1cc(O)c2c(c1)-c1cc(O)c(O)cc1COC2=O,active,288.255,2.1494,3,6,8
CHEMBL483532,Cc1cc(O)c(O)cc1-c1cc(O)cc(O)c1C(=O)O,active,276.244,2.18262,5,5,8.602059991
CHEMBL483531,COc1cc(O)c(C(=O)O)c(-c2cc(O)c(O)cc2C)c1,active,290.271,2.48562,4,5,8.366531544
CHEMBL483525,Cc1cc(O)cc2oc(=O)c3c(O)cc(OS(=O)(=O)O)cc3c12,active,338.293,1.84742,3,7,8.119186408
CHEMBL483526,COc1cc(O)c2c(=O)oc3cc(O)cc(C)c3c2c1,active,272.256,2.67442,2,5,8
CHEMBL520144,COc1cc(O)c2c(=O)oc3c(O)c(O)cc(C)c3c2c1,active,288.255,2.38002,3,6,8.769551079
CHEMBL201511,COc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,inactive,378.384,2.7609,2,5,4.455931956
CHEMBL488811,COc1cc(C2=C(c3cn(COc4ccccc4)c4ccccc34)CNC2=O)cc(OC)c1OC,inactive,470.525,4.7442,1,6,4.346787486
CHEMBL488646,COc1cc(C2=C(c3cn(COC(C)(C)C)c4ccccc34)CNC2=O)cc(OC)c1OC,inactive,450.535,4.4803,1,6,4.537602002
CHEMBL477817,Cc1c(Nc2c(C#N)cnc3sc(/C=C/C(=O)N4CCCC4)cc23)ccc2[nH]ccc12,inactive,427.533,5.3369,2,5,4.301029996
CHEMBL477197,Oc1cc2c(cc1O)[C@@H]1c3ccc(O)c(O)c3OC[C@]1(O)C2,active,302.282,1.3205,5,6,6.397940009
CHEMBL478611,Oc1ccc(C[C@@]2(O)COc3c(ccc(O)c3O)[C@H]2O)cc1O,active,320.297,0.9086,6,7,6.443697499
CHEMBL477768,O=C1c2ccc(O)c(O)c2OC[C@]1(O)Cc1ccc(O)c(O)c1,active,318.281,1.0579,5,7,6.070581074
CHEMBL477560,Oc1ccc(CC2=Cc3ccc(O)c(O)c3OC2)cc1O,active,286.283,2.5275,4,5,6.119186408
CHEMBL461139,O=c1[nH]cnc2[nH]c(-c3ccnc(/C=C/c4ccc(CN5CCOCC5)cc4)c3)cc12,active,413.481,3.3158,2,5,7.070581074
CHEMBL461140,CN(C)CCOc1ccc(/C=C/c2cc(-c3cc4c(=O)[nH]cnc4[nH]3)ccn2)cc1,active,401.47,3.424,2,5,6.853871964
CHEMBL516640,COc1ccc(-n2cnc3ccc(-c4nnc(SCc5cccc(C#N)c5)o4)cc32)cc1,inactive,439.5,5.24808,0,8,5
CHEMBL456720,CN1CCN(c2cnc3cc(C(F)(F)F)cc(-c4ccccc4)c3c2)CC1,active,371.406,4.6724,0,3,6.187086643
CHEMBL513602,Nc1cnc2cc(C(F)(F)F)cc(-c3ccccc3)c2n1,inactive,289.26,3.8978,1,3,4.696803943
CHEMBL457999,CN1CCC(Oc2cnc3cc(C(F)(F)F)cc(-c4ccccc4)c3n2)CC1,inactive,387.405,4.7886,0,4,4.707743929
CHEMBL511172,CN1CCN(c2cnc3cccc(-c4ccccc4)c3n2)CC1,inactive,304.397,3.0486,0,4,4.548213564
CHEMBL459078,CN1CCN(c2cnc3cc(C#N)cc(-c4ccccc4)c3n2)CC1,inactive,329.407,2.92028,0,5,4.220403509
CHEMBL462712,CN1CCN(c2cnc3cc(C(F)(F)F)cc(-c4cccc(O)c4)c3n2)CC1,active,388.393,3.773,1,5,6.045757491
CHEMBL462914,CN1CCN(c2cnc3cc(C(F)(F)F)cc(-c4ccc(O)cc4)c3n2)CC1,active,388.393,3.773,1,5,6.096910013
CHEMBL517912,CN1CCN(c2cnc3cc(C(F)(F)F)cc(-c4cccc([N+](=O)[O-])c4)c3n2)CC1,inactive,417.391,3.9756,0,6,4.88941029
CHEMBL511592,CN1CCN(c2cnc3cc(C(F)(F)F)cc(-c4ccc5[nH]c(=O)[nH]c5c4)c3n2)CC1,active,428.418,3.237,2,5,6.408935393
CHEMBL468787,CN1CCN(c2cnc3cc(C(F)(F)F)cc(-c4ccc5c(c4)CC(=O)N5)c3n2)CC1,active,427.43,3.562,1,5,6.769551079
CHEMBL467574,CN1CCN(c2cnc3cc(C(F)(F)F)cc(-c4ccc5c(c4)CC(=O)N5C)c3n2)CC1,active,441.457,3.5863,0,5,6.48148606
CHEMBL518516,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3n2)CC1,active,446.433,3.9207,1,7,7.455931956
CHEMBL459325,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4ccccc4[N+](=O)[O-])c3n2)CC1,active,446.433,3.9207,1,7,6.26760624
CHEMBL465790,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4ccc([N+](=O)[O-])cc4)c3n2)CC1,active,446.433,3.9207,1,7,7.259637311
CHEMBL465791,CN1CCN(c2cnc3cc(C(F)(F)F)cc(OCc4cccc([N+](=O)[O-])c4)c3n2)CC1,active,447.417,3.8876,0,7,6.494850022
CHEMBL462707,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NS(=O)(=O)c4cccc([N+](=O)[O-])c4)c3n2)CC1,active,496.471,3.1094,1,8,7.769551079
CHEMBL462708,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc(C(N)=O)c4)c3n2)CC1,active,444.461,3.1114,2,6,6.13667714
CHEMBL515659,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc5nonc45)c3n2)CC1,active,443.433,3.5487,1,8,7.508638306
CHEMBL456456,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4ccc5nonc5c4)c3n2)CC1,active,443.433,3.5487,1,8,6.420216403
CHEMBL458440,Cl.N[C@@H](CCCCN/C=C1\C(=O)Nc2ccccc21)C(=O)O,inactive,325.796,1.5732,4,4,5
CHEMBL458441,Cl.N[C@@H](CCCCN/C=C1\C(=O)Nc2ccc(Br)cc21)C(=O)O,inactive,404.692,2.3357,4,4,5
CHEMBL503236,Cl.N[C@@H](CCCN/C=C1\C(=O)Nc2ccc(Br)cc21)C(=O)O,inactive,390.665,1.9456,4,4,5
CHEMBL458352,Cl.N[C@@H](CCCN/C=C1\C(=O)Nc2ccccc21)C(=O)O,inactive,311.769,1.1831,4,4,5
CHEMBL564829,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,inactive,460.586,2.5658,2,8,5
CHEMBL561708,COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,inactive,495.54,2.9115,1,10,4.301029996
CHEMBL512054,COc1cc(O)c2c(c1)C(=O)C1=C(C2=O)[C@H](O)[C@@H](O)[C@@](C)(O)[C@@H]1O,active,336.296,-1.0763,5,8,8
CHEMBL554993,COc1cc2c(c(O)c1-c1c(OC)cc(O)c3c1C(=O)C1=C(C3=O)[C@H](O)[C@@H](O)[C@@](C)(O)[C@@H]1O)C(=O)c1cc(O)c(C)cc1C2=O,active,618.547,1.09432,7,13,8.193820026
CHEMBL463054,COc1cc(O)c2c(c1)C(=O)c1cc(C)c(O)cc1C2=O,active,284.267,2.19022,2,5,8.366531544
CHEMBL556684,COc1cc(O)c2c(c1)C(=O)c1cc(C)c(O)c(O)c1C2=O,active,300.266,1.89582,3,6,8.366531544
CHEMBL563080,Cc1cc(Cl)c2c(n1)N(CCc1ccccc1)CCc1c-2[nH]c2ccccc12,inactive,387.914,5.79692,1,2,4.906578315
CHEMBL564679,Oc1ccc(CCN2CCc3c([nH]c4ccc(Br)cc34)-c3c2ccnc3Cl)cc1,inactive,468.782,5.9566,2,3,4.903089987
CHEMBL556596,C[C@@H](c1ccccc1)N1CCc2c([nH]c3ccc(Br)cc23)-c2c1ccnc2Cl,inactive,452.783,6.7695,1,2,4.88941029
CHEMBL564365,Cc1cc2c(c(=O)[nH]1)-c1[nH]c3ccccc3c1CCN2CCc1ccccc1,inactive,369.468,4.43682,2,2,4.705533774
CHEMBL560245,Cc1cc2c(c(Cl)n1)-c1[nH]c3ccccc3c1CCN2CCc1ccccc1,inactive,387.914,5.79692,1,2,4.583359493
CHEMBL563555,COc1nc(C)cc2c1-c1[nH]c3ccccc3c1CCN2CCc1ccccc1,inactive,383.495,5.15212,1,3,4.397940009
CHEMBL563257,COc1cc(C)nc2c1-c1[nH]c3ccccc3c1CCN2CCc1ccccc1,inactive,383.495,5.15212,1,3,4.397940009
CHEMBL560446,C[C@@H](c1ccccc1)N1CCc2c([nH]c3ccc(Br)cc23)-c2c(I)ccnc21,inactive,544.234,6.7207,1,2,4.397940009
CHEMBL551906,Clc1nccc2c1-c1[nH]c3ccc(Br)cc3c1CCN2CC(c1ccccc1)c1ccccc1,inactive,528.881,7.8404,1,2,4.397940009
CHEMBL562943,Clc1nccc2c1-c1[nH]c3ccc(Br)cc3c1CCN2CCc1c[nH]c2ccccc12,inactive,491.82,6.7323,2,2,4.397940009
CHEMBL554510,O=S(=O)(c1ccccc1Cl)n1ccc2ncccc21,active,292.747,2.9267,0,4,6.045757491
CHEMBL564828,O=S(=O)(c1cccc(Cl)c1Cl)n1ccc2ncccc21,active,327.192,3.5801,0,4,7
CHEMBL550651,O=S(=O)(c1c(Cl)cccc1Cl)n1ccc2ncccc21,active,327.192,3.5801,0,4,6.318758763
CHEMBL563356,O=[N+]([O-])c1cccc(S(=O)(=O)n2ccc3ncccc32)c1,active,303.299,2.1815,0,6,7.15490196
CHEMBL550305,O=[N+]([O-])c1ccccc1S(=O)(=O)n1ccc2ncccc21,active,303.299,2.1815,0,6,7.698970004
CHEMBL561181,CS(=O)(=O)c1cccc(S(=O)(=O)n2ccc3ncccc32)c1,inactive,336.394,1.6768,0,6,4.598599459
CHEMBL551998,O=[N+]([O-])c1cccc(S(=O)(=O)c2c[nH]c3ncccc23)c1,active,303.299,2.3039,1,5,6.698970004
CHEMBL552195,O=[N+]([O-])c1ccccc1S(=O)(=O)c1c[nH]c2ncccc12,active,303.299,2.3039,1,5,7.124938737
CHEMBL561583,O=C(O)c1cnc2ccn(S(=O)(=O)c3ccccc3[N+](=O)[O-])c2c1,active,347.308,1.8797,1,7,6.508638306
CHEMBL561660,NC(=O)c1cnc2ccn(S(=O)(=O)c3ccccc3[N+](=O)[O-])c2c1,active,346.324,1.2804,1,7,7.086186148
CHEMBL550857,CN1CCN(C(=O)c2cnc3ccn(S(=O)(=O)c4ccccc4[N+](=O)[O-])c3c2)CC1,active,429.458,1.5691,0,8,6.522878745
CHEMBL556627,CC(C)(C)OC(=O)N1CCN(c2cnc3ccn(S(=O)(=O)c4ccccc4[N+](=O)[O-])c3c2)CC1,active,487.538,3.2386,0,9,7.698970004
CHEMBL561864,O=[N+]([O-])c1ccccc1S(=O)(=O)n1ccc2ncc(N3CCNCC3)cc21,active,387.421,1.5911,1,8,7.698970004
CHEMBL556837,O=S(=O)(c1cccc2nonc12)n1ccc2ncccc21,active,300.299,1.8095,0,7,7.657577319
